2026-04-12 22:18:50,117 | INFO | JobAgent.database | ✅ 数据库连接池创建成功: boss_zhipin
2026-04-12 22:18:50,117 | INFO | JobAgent.database | loading embedding model: nomic-embed-text-v2-moe
2026-04-12 22:18:50,969 | INFO | JobAgent.database | embedding model loaded: nomic-embed-text-v2-moe
2026-04-12 22:18:52,099 | INFO | JobAgent.database | memory extractor model loaded: qwen-max-2025-01-25
2026-04-12 22:18:52,191 | INFO | JobAgent.database | database schema and indexes ready
2026-04-12 22:18:55,901 | INFO | JobAgent.tools | loading reranker model from ./models/bge-reranker-v2-m3
2026-04-12 22:18:58,098 | INFO | JobAgent.tools | reranker model loaded
2026-04-12 22:19:00,545 | INFO | JobAgent.main | application starting
2026-04-12 22:19:00,547 | INFO | JobAgent.resume_task_queue | resume task worker started: consumer=resume_worker:12056:de1ac8a6
